Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jul 3, 2024 1:00 PM;Jul 3, 2024 2:00 PM;63,025.50;28,941.25
Jul 3, 2024 2:00 PM;Jul 3, 2024 3:00 PM;61,754.75;29,344.00
Jul 3, 2024 3:00 PM;Jul 3, 2024 4:00 PM;60,826.00;31,397.25
Jul 3, 2024 4:00 PM;Jul 3, 2024 5:00 PM;59,917.00;34,395.50
Jul 3, 2024 5:00 PM;Jul 3, 2024 6:00 PM;59,854.25;39,003.25
Jul 3, 2024 6:00 PM;Jul 3, 2024 7:00 PM;59,790.50;43,721.75
Jul 3, 2024 7:00 PM;Jul 3, 2024 8:00 PM;58,723.75;46,696.50
Jul 3, 2024 8:00 PM;Jul 3, 2024 9:00 PM;56,255.75;46,788.50
Jul 3, 2024 9:00 PM;Jul 3, 2024 10:00 PM;53,693.75;44,447.75
Jul 3, 2024 10:00 PM;Jul 3, 2024 11:00 PM;50,855.25;39,713.75
Jul 3, 2024 11:00 PM;Jul 4, 2024 12:00 AM;47,138.25;33,612.75
Jul 4, 2024 12:00 AM;Jul 4, 2024 1:00 AM;44,511.00;31,093.00
Jul 4, 2024 1:00 AM;Jul 4, 2024 2:00 AM;42,885.50;26,896.50
Jul 4, 2024 2:00 AM;Jul 4, 2024 3:00 AM;42,150.25;24,276.25
Jul 4, 2024 3:00 AM;Jul 4, 2024 4:00 AM;42,459.50;22,979.75
Jul 4, 2024 4:00 AM;Jul 4, 2024 5:00 AM;43,855.25;22,860.25
Jul 4, 2024 5:00 AM;Jul 4, 2024 6:00 AM;46,226.50;23,524.50
Jul 4, 2024 6:00 AM;Jul 4, 2024 7:00 AM;52,768.00;26,961.00
Jul 4, 2024 7:00 AM;Jul 4, 2024 8:00 AM;58,380.00;27,623.25
Jul 4, 2024 8:00 AM;Jul 4, 2024 9:00 AM;61,224.75;25,058.75
Jul 4, 2024 9:00 AM;Jul 4, 2024 10:00 AM;62,507.25;20,347.50
Jul 4, 2024 10:00 AM;Jul 4, 2024 11:00 AM;63,436.50;15,342.00
Jul 4, 2024 11:00 AM;Jul 4, 2024 12:00 PM;64,011.00;11,966.00
Jul 4, 2024 12:00 PM;Jul 4, 2024 1:00 PM;63,755.25;9,554.75
Jul 4, 2024 1:00 PM;Jul 4, 2024 2:00 PM;63,013.00;6,821.25
Jul 4, 2024 2:00 PM;Jul 4, 2024 3:00 PM;61,442.75;4,419.00
Jul 4, 2024 3:00 PM;Jul 4, 2024 4:00 PM;60,451.50;5,073.25
Jul 4, 2024 4:00 PM;Jul 4, 2024 5:00 PM;59,557.00;7,747.75
Jul 4, 2024 5:00 PM;Jul 4, 2024 6:00 PM;59,502.50;13,083.00
Jul 4, 2024 6:00 PM;Jul 4, 2024 7:00 PM;59,737.50;20,930.00
Jul 4, 2024 7:00 PM;Jul 4, 2024 8:00 PM;59,125.50;29,538.25
Jul 4, 2024 8:00 PM;Jul 4, 2024 9:00 PM;56,565.75;34,469.75
Jul 4, 2024 9:00 PM;Jul 4, 2024 10:00 PM;53,921.50;35,526.50
Jul 4, 2024 10:00 PM;Jul 4, 2024 11:00 PM;51,100.75;33,422.25
Jul 4, 2024 11:00 PM;Jul 5, 2024 12:00 AM;47,337.75;29,219.50
Jul 5, 2024 12:00 AM;Jul 5, 2024 1:00 AM;44,687.00;24,577.75
Jul 5, 2024 1:00 AM;Jul 5, 2024 2:00 AM;43,098.75;21,968.25
Jul 5, 2024 2:00 AM;Jul 5, 2024 3:00 AM;42,242.00;20,126.00
Jul 5, 2024 3:00 AM;Jul 5, 2024 4:00 AM;42,431.75;19,953.50
Jul 5, 2024 4:00 AM;Jul 5, 2024 5:00 AM;43,830.25;21,023.75
Jul 5, 2024 5:00 AM;Jul 5, 2024 6:00 AM;46,209.50;22,900.50
Jul 5, 2024 6:00 AM;Jul 5, 2024 7:00 AM;52,285.00;26,497.00
Jul 5, 2024 7:00 AM;Jul 5, 2024 8:00 AM;58,215.25;28,257.75
Jul 5, 2024 8:00 AM;Jul 5, 2024 9:00 AM;61,218.00;23,768.75
Jul 5, 2024 9:00 AM;Jul 5, 2024 10:00 AM;62,024.50;15,054.25
Jul 5, 2024 10:00 AM;Jul 5, 2024 11:00 AM;62,766.00;8,217.25
Jul 5, 2024 11:00 AM;Jul 5, 2024 12:00 PM;63,244.00;5,446.00
Jul 5, 2024 12:00 PM;Jul 5, 2024 1:00 PM;62,651.75;3,495.00
Jul 5, 2024 1:00 PM;Jul 5, 2024 2:00 PM;61,484.25;2,914.00
Jul 5, 2024 2:00 PM;Jul 5, 2024 3:00 PM;60,053.25;3,857.50
Jul 5, 2024 3:00 PM;Jul 5, 2024 4:00 PM;59,242.75;6,719.25
Jul 5, 2024 4:00 PM;Jul 5, 2024 5:00 PM;58,791.00;11,899.50
Jul 5, 2024 5:00 PM;Jul 5, 2024 6:00 PM;59,113.25;20,362.00
Jul 5, 2024 6:00 PM;Jul 5, 2024 7:00 PM;58,664.25;29,575.25
Jul 5, 2024 7:00 PM;Jul 5, 2024 8:00 PM;56,846.50;36,675.50
Jul 5, 2024 8:00 PM;Jul 5, 2024 9:00 PM;54,223.50;40,580.50
Jul 5, 2024 9:00 PM;Jul 5, 2024 10:00 PM;51,398.25;40,886.25
Jul 5, 2024 10:00 PM;Jul 5, 2024 11:00 PM;48,921.75;38,852.25
Jul 5, 2024 11:00 PM;Jul 6, 2024 12:00 AM;45,564.75;35,344.75
Jul 6, 2024 12:00 AM;Jul 6, 2024 1:00 AM;42,462.00;31,251.25
Jul 6, 2024 1:00 AM;Jul 6, 2024 2:00 AM;40,452.50;28,248.25
Jul 6, 2024 2:00 AM;Jul 6, 2024 3:00 AM;39,353.25;25,857.25
Jul 6, 2024 3:00 AM;Jul 6, 2024 4:00 AM;38,691.25;23,654.50
Jul 6, 2024 4:00 AM;Jul 6, 2024 5:00 AM;38,914.50;22,028.50
Jul 6, 2024 5:00 AM;Jul 6, 2024 6:00 AM;38,634.50;19,642.25
Jul 6, 2024 6:00 AM;Jul 6, 2024 7:00 AM;39,577.25;16,391.75
Jul 6, 2024 7:00 AM;Jul 6, 2024 8:00 AM;43,031.00;13,531.25
Jul 6, 2024 8:00 AM;Jul 6, 2024 9:00 AM;46,478.50;9,423.25
Jul 6, 2024 9:00 AM;Jul 6, 2024 10:00 AM;49,005.25;2,911.00
Jul 6, 2024 10:00 AM;Jul 6, 2024 11:00 AM;50,289.25;-3,305.75
Jul 6, 2024 11:00 AM;Jul 6, 2024 12:00 PM;51,387.50;-6,578.50
Jul 6, 2024 12:00 PM;Jul 6, 2024 1:00 PM;52,391.75;-6,023.25
Jul 6, 2024 1:00 PM;Jul 6, 2024 2:00 PM;51,590.00;-4,986.25
Jul 6, 2024 2:00 PM;Jul 6, 2024 3:00 PM;50,382.50;-2,848.75
Jul 6, 2024 3:00 PM;Jul 6, 2024 4:00 PM;49,766.25;-287.75
Jul 6, 2024 4:00 PM;Jul 6, 2024 5:00 PM;49,361.25;2,288.00
Jul 6, 2024 5:00 PM;Jul 6, 2024 6:00 PM;49,258.25;5,079.00
Jul 6, 2024 6:00 PM;Jul 6, 2024 7:00 PM;49,155.00;8,717.50
Jul 6, 2024 7:00 PM;Jul 6, 2024 8:00 PM;48,276.25;13,489.75
Jul 6, 2024 8:00 PM;Jul 6, 2024 9:00 PM;46,480.25;16,602.50
Jul 6, 2024 9:00 PM;Jul 6, 2024 10:00 PM;44,692.00;17,328.00
Jul 6, 2024 10:00 PM;Jul 6, 2024 11:00 PM;43,619.50;17,497.00
Jul 6, 2024 11:00 PM;Jul 7, 2024 12:00 AM;41,103.25;15,613.50
Jul 7, 2024 12:00 AM;Jul 7, 2024 1:00 AM;38,178.75;11,812.00
Jul 7, 2024 1:00 AM;Jul 7, 2024 2:00 AM;36,543.00;11,244.25
Jul 7, 2024 2:00 AM;Jul 7, 2024 3:00 AM;35,368.75;11,293.50
Jul 7, 2024 3:00 AM;Jul 7, 2024 4:00 AM;34,681.00;11,955.25
Jul 7, 2024 4:00 AM;Jul 7, 2024 5:00 AM;34,743.50;13,216.50
Jul 7, 2024 5:00 AM;Jul 7, 2024 6:00 AM;35,293.25;14,657.25
Jul 7, 2024 6:00 AM;Jul 7, 2024 7:00 AM;36,526.00;15,102.25
Jul 7, 2024 7:00 AM;Jul 7, 2024 8:00 AM;38,969.75;14,023.75
Jul 7, 2024 8:00 AM;Jul 7, 2024 9:00 AM;41,713.50;10,469.75
Jul 7, 2024 9:00 AM;Jul 7, 2024 10:00 AM;44,640.75;6,654.75
Jul 7, 2024 10:00 AM;Jul 7, 2024 11:00 AM;46,876.00;4,825.50
Jul 7, 2024 11:00 AM;Jul 7, 2024 12:00 PM;48,673.75;4,767.75
Jul 7, 2024 12:00 PM;Jul 7, 2024 1:00 PM;48,593.50;4,220.75
Jul 7, 2024 1:00 PM;Jul 7, 2024 2:00 PM;47,287.50;3,856.00
Jul 7, 2024 2:00 PM;Jul 7, 2024 3:00 PM;46,182.75;4,535.00
Jul 7, 2024 3:00 PM;Jul 7, 2024 4:00 PM;45,556.25;6,852.75
Jul 7, 2024 4:00 PM;Jul 7, 2024 5:00 PM;45,632.50;11,959.75
Jul 7, 2024 5:00 PM;Jul 7, 2024 6:00 PM;46,663.50;19,470.00
Jul 7, 2024 6:00 PM;Jul 7, 2024 7:00 PM;47,718.75;28,014.50
Jul 7, 2024 7:00 PM;Jul 7, 2024 8:00 PM;47,026.00;34,980.25
Jul 7, 2024 8:00 PM;Jul 7, 2024 9:00 PM;46,775.75;39,994.25
Jul 7, 2024 9:00 PM;Jul 7, 2024 10:00 PM;45,109.00;40,674.50
Jul 7, 2024 10:00 PM;Jul 7, 2024 11:00 PM;44,380.00;40,228.50
Jul 7, 2024 11:00 PM;Jul 8, 2024 12:00 AM;41,948.75;37,654.50
Jul 8, 2024 12:00 AM;Jul 8, 2024 1:00 AM;40,363.75;35,469.00
Jul 8, 2024 1:00 AM;Jul 8, 2024 2:00 AM;39,074.75;33,337.50
Jul 8, 2024 2:00 AM;Jul 8, 2024 3:00 AM;38,454.25;31,826.50
Jul 8, 2024 3:00 AM;Jul 8, 2024 4:00 AM;38,878.75;31,738.25
Jul 8, 2024 4:00 AM;Jul 8, 2024 5:00 AM;40,690.00;33,201.00
Jul 8, 2024 5:00 AM;Jul 8, 2024 6:00 AM;43,896.25;36,088.25
Jul 8, 2024 6:00 AM;Jul 8, 2024 7:00 AM;51,393.25;41,443.75
Jul 8, 2024 7:00 AM;Jul 8, 2024 8:00 AM;57,275.00;42,139.25
Jul 8, 2024 8:00 AM;Jul 8, 2024 9:00 AM;60,202.00;37,094.75
Jul 8, 2024 9:00 AM;Jul 8, 2024 10:00 AM;61,027.50;28,793.50
Jul 8, 2024 10:00 AM;Jul 8, 2024 11:00 AM;61,507.75;21,572.25
Jul 8, 2024 11:00 AM;Jul 8, 2024 12:00 PM;62,457.50;18,145.25
Jul 8, 2024 12:00 PM;Jul 8, 2024 1:00 PM;62,566.25;16,999.75
Jul 8, 2024 1:00 PM;Jul 8, 2024 2:00 PM;61,717.50;17,137.50
Jul 8, 2024 2:00 PM;Jul 8, 2024 3:00 PM;60,574.00;18,391.75
Jul 8, 2024 3:00 PM;Jul 8, 2024 4:00 PM;59,926.25;22,073.00
Jul 8, 2024 4:00 PM;Jul 8, 2024 5:00 PM;58,736.75;27,152.50
Jul 8, 2024 5:00 PM;Jul 8, 2024 6:00 PM;58,869.50;35,199.00
Jul 8, 2024 6:00 PM;Jul 8, 2024 7:00 PM;58,834.00;43,949.00
Jul 8, 2024 7:00 PM;Jul 8, 2024 8:00 PM;57,917.25;50,458.75
Jul 8, 2024 8:00 PM;Jul 8, 2024 9:00 PM;56,156.25;53,153.25
Jul 8, 2024 9:00 PM;Jul 8, 2024 10:00 PM;53,435.75;51,689.50
Jul 8, 2024 10:00 PM;Jul 8, 2024 11:00 PM;50,605.50;48,128.25
Jul 8, 2024 11:00 PM;Jul 9, 2024 12:00 AM;46,937.50;43,562.75
Jul 9, 2024 12:00 AM;Jul 9, 2024 1:00 AM;44,146.25;39,585.50
Jul 9, 2024 1:00 AM;Jul 9, 2024 2:00 AM;42,507.25;37,229.00
Jul 9, 2024 2:00 AM;Jul 9, 2024 3:00 AM;41,800.50;35,737.75
Jul 9, 2024 3:00 AM;Jul 9, 2024 4:00 AM;42,053.00;35,573.75
Jul 9, 2024 4:00 AM;Jul 9, 2024 5:00 AM;43,278.75;36,506.25
Jul 9, 2024 5:00 AM;Jul 9, 2024 6:00 AM;45,743.00;38,587.50
Jul 9, 2024 6:00 AM;Jul 9, 2024 7:00 AM;52,694.00;42,840.25
Jul 9, 2024 7:00 AM;Jul 9, 2024 8:00 AM;58,330.00;42,041.25
Jul 9, 2024 8:00 AM;Jul 9, 2024 9:00 AM;60,986.50;36,107.50
Jul 9, 2024 9:00 AM;Jul 9, 2024 10:00 AM;61,669.75;27,396.00
Jul 9, 2024 10:00 AM;Jul 9, 2024 11:00 AM;62,366.75;19,803.00
Jul 9, 2024 11:00 AM;Jul 9, 2024 12:00 PM;63,198.25;14,995.25
Jul 9, 2024 12:00 PM;Jul 9, 2024 1:00 PM;63,097.50;11,581.25
Jul 9, 2024 1:00 PM;Jul 9, 2024 2:00 PM;62,303.75;9,932.75
Jul 9, 2024 2:00 PM;Jul 9, 2024 3:00 PM;61,316.00;10,433.25
Jul 9, 2024 3:00 PM;Jul 9, 2024 4:00 PM;61,070.25;14,166.25
Jul 9, 2024 4:00 PM;Jul 9, 2024 5:00 PM;59,897.00;19,304.25
Jul 9, 2024 5:00 PM;Jul 9, 2024 6:00 PM;59,827.75;27,712.50
Jul 9, 2024 6:00 PM;Jul 9, 2024 7:00 PM;59,564.00;36,378.75
Jul 9, 2024 7:00 PM;Jul 9, 2024 8:00 PM;58,549.25;42,139.25
Jul 9, 2024 8:00 PM;Jul 9, 2024 9:00 PM;56,294.00;42,659.00
Jul 9, 2024 9:00 PM;Jul 9, 2024 10:00 PM;53,798.25;38,838.50
Jul 9, 2024 10:00 PM;Jul 9, 2024 11:00 PM;50,941.75;32,700.50
Jul 9, 2024 11:00 PM;Jul 10, 2024 12:00 AM;47,511.25;27,038.50
Jul 10, 2024 12:00 AM;Jul 10, 2024 1:00 AM;43,577.00;22,176.50
Jul 10, 2024 1:00 AM;Jul 10, 2024 2:00 AM;42,431.50;21,953.50
Jul 10, 2024 2:00 AM;Jul 10, 2024 3:00 AM;42,000.75;22,987.25
Jul 10, 2024 3:00 AM;Jul 10, 2024 4:00 AM;42,076.75;25,053.50
Jul 10, 2024 4:00 AM;Jul 10, 2024 5:00 AM;43,331.75;27,743.00
Jul 10, 2024 5:00 AM;Jul 10, 2024 6:00 AM;46,009.25;31,138.75
Jul 10, 2024 6:00 AM;Jul 10, 2024 7:00 AM;52,533.50;36,631.50
Jul 10, 2024 7:00 AM;Jul 10, 2024 8:00 AM;57,842.75;38,943.75
Jul 10, 2024 8:00 AM;Jul 10, 2024 9:00 AM;60,812.25;37,639.75
Jul 10, 2024 9:00 AM;Jul 10, 2024 10:00 AM;61,776.50;33,658.75
Jul 10, 2024 10:00 AM;Jul 10, 2024 11:00 AM;62,464.50;29,674.75
Jul 10, 2024 11:00 AM;Jul 10, 2024 12:00 PM;63,450.75;27,424.50
Jul 10, 2024 12:00 PM;Jul 10, 2024 1:00 PM;63,170.00;25,690.25
Jul 10, 2024 1:00 PM;Jul 10, 2024 2:00 PM;62,130.25;24,843.75
Jul 10, 2024 2:00 PM;Jul 10, 2024 3:00 PM;60,641.00;24,782.75
Jul 10, 2024 3:00 PM;Jul 10, 2024 4:00 PM;59,662.75;26,075.00
Jul 10, 2024 4:00 PM;Jul 10, 2024 5:00 PM;58,622.00;28,886.50
Jul 10, 2024 5:00 PM;Jul 10, 2024 6:00 PM;58,580.75;34,652.00
Jul 10, 2024 6:00 PM;Jul 10, 2024 7:00 PM;58,276.25;41,596.00
Jul 10, 2024 7:00 PM;Jul 10, 2024 8:00 PM;57,417.25;47,520.50
Jul 10, 2024 8:00 PM;Jul 10, 2024 9:00 PM;55,406.25;50,127.50
Jul 10, 2024 9:00 PM;Jul 10, 2024 10:00 PM;52,744.75;49,373.25
Jul 10, 2024 10:00 PM;Jul 10, 2024 11:00 PM;49,844.75;46,484.75
Jul 10, 2024 11:00 PM;Jul 11, 2024 12:00 AM;46,218.00;42,579.25
Jul 11, 2024 12:00 AM;Jul 11, 2024 1:00 AM;43,597.75;40,032.25
Jul 11, 2024 1:00 AM;Jul 11, 2024 2:00 AM;42,207.25;38,413.75
Jul 11, 2024 2:00 AM;Jul 11, 2024 3:00 AM;41,529.50;37,325.25
Jul 11, 2024 3:00 AM;Jul 11, 2024 4:00 AM;41,988.00;37,480.50
Jul 11, 2024 4:00 AM;Jul 11, 2024 5:00 AM;43,132.75;38,417.75
Jul 11, 2024 5:00 AM;Jul 11, 2024 6:00 AM;45,590.50;40,661.50
Jul 11, 2024 6:00 AM;Jul 11, 2024 7:00 AM;51,867.75;44,991.25
Jul 11, 2024 7:00 AM;Jul 11, 2024 8:00 AM;57,439.50;46,045.75
Jul 11, 2024 8:00 AM;Jul 11, 2024 9:00 AM;60,173.00;42,122.75
Jul 11, 2024 9:00 AM;Jul 11, 2024 10:00 AM;61,442.50;35,709.00
Jul 11, 2024 10:00 AM;Jul 11, 2024 11:00 AM;62,077.50;29,163.75
Jul 11, 2024 11:00 AM;Jul 11, 2024 12:00 PM;62,720.25;24,228.75
Jul 11, 2024 12:00 PM;Jul 11, 2024 1:00 PM;63,001.75;20,811.25
Jul 11, 2024 1:00 PM;Jul 11, 2024 2:00 PM;62,224.50;18,461.00
Jul 11, 2024 2:00 PM;Jul 11, 2024 3:00 PM;60,785.50;17,390.50
Jul 11, 2024 3:00 PM;Jul 11, 2024 4:00 PM;59,772.00;19,615.50
Jul 11, 2024 4:00 PM;Jul 11, 2024 5:00 PM;58,408.00;23,795.00
Jul 11, 2024 5:00 PM;Jul 11, 2024 6:00 PM;57,768.25;30,858.00
Jul 11, 2024 6:00 PM;Jul 11, 2024 7:00 PM;57,901.00;40,123.75
Jul 11, 2024 7:00 PM;Jul 11, 2024 8:00 PM;57,469.50;47,802.00
Jul 11, 2024 8:00 PM;Jul 11, 2024 9:00 PM;55,785.50;51,300.00
Jul 11, 2024 9:00 PM;Jul 11, 2024 10:00 PM;53,103.75;50,545.25
Jul 11, 2024 10:00 PM;Jul 11, 2024 11:00 PM;50,060.50;47,331.75
Jul 11, 2024 11:00 PM;Jul 12, 2024 12:00 AM;46,152.25;43,082.00
Jul 12, 2024 12:00 AM;Jul 12, 2024 1:00 AM;44,246.75;41,631.50
Jul 12, 2024 1:00 AM;Jul 12, 2024 2:00 AM;42,707.00;39,916.00
Jul 12, 2024 2:00 AM;Jul 12, 2024 3:00 AM;42,040.25;38,877.75
Jul 12, 2024 3:00 AM;Jul 12, 2024 4:00 AM;42,369.50;38,935.25
Jul 12, 2024 4:00 AM;Jul 12, 2024 5:00 AM;43,526.25;39,751.50
Jul 12, 2024 5:00 AM;Jul 12, 2024 6:00 AM;45,973.75;41,566.00
Jul 12, 2024 6:00 AM;Jul 12, 2024 7:00 AM;52,193.25;45,468.25
Jul 12, 2024 7:00 AM;Jul 12, 2024 8:00 AM;57,482.50;46,435.00
Jul 12, 2024 8:00 AM;Jul 12, 2024 9:00 AM;60,436.00;44,125.25
Jul 12, 2024 9:00 AM;Jul 12, 2024 10:00 AM;61,639.75;39,862.25
Jul 12, 2024 10:00 AM;Jul 12, 2024 11:00 AM;62,188.75;35,691.00
Jul 12, 2024 11:00 AM;Jul 12, 2024 12:00 PM;62,727.75;33,181.25
Jul 12, 2024 12:00 PM;Jul 12, 2024 1:00 PM;62,091.50;31,004.00
Jul 12, 2024 1:00 PM;Jul 12, 2024 2:00 PM;60,869.50;29,220.75
Jul 12, 2024 2:00 PM;Jul 12, 2024 3:00 PM;59,327.75;27,897.00
Jul 12, 2024 3:00 PM;Jul 12, 2024 4:00 PM;58,496.25;28,599.50
Jul 12, 2024 4:00 PM;Jul 12, 2024 5:00 PM;57,877.00;30,936.00
Jul 12, 2024 5:00 PM;Jul 12, 2024 6:00 PM;57,912.50;34,824.75
Jul 12, 2024 6:00 PM;Jul 12, 2024 7:00 PM;57,508.25;38,290.25
Jul 12, 2024 7:00 PM;Jul 12, 2024 8:00 PM;55,518.25;39,768.00
Jul 12, 2024 8:00 PM;Jul 12, 2024 9:00 PM;53,300.75;40,156.25
Jul 12, 2024 9:00 PM;Jul 12, 2024 10:00 PM;50,773.50;38,971.00
Jul 12, 2024 10:00 PM;Jul 12, 2024 11:00 PM;48,324.50;36,831.00
Jul 12, 2024 11:00 PM;Jul 13, 2024 12:00 AM;45,037.25;33,887.75
Jul 13, 2024 12:00 AM;Jul 13, 2024 1:00 AM;42,915.00;25,262.00
Jul 13, 2024 1:00 AM;Jul 13, 2024 2:00 AM;40,976.00;23,768.00
Jul 13, 2024 2:00 AM;Jul 13, 2024 3:00 AM;39,934.75;22,782.00
Jul 13, 2024 3:00 AM;Jul 13, 2024 4:00 AM;39,440.50;22,213.00
Jul 13, 2024 4:00 AM;Jul 13, 2024 5:00 AM;39,597.50;22,352.50
Jul 13, 2024 5:00 AM;Jul 13, 2024 6:00 AM;39,753.50;22,383.00
Jul 13, 2024 6:00 AM;Jul 13, 2024 7:00 AM;40,505.75;21,631.00
Jul 13, 2024 7:00 AM;Jul 13, 2024 8:00 AM;43,361.50;20,154.50
Jul 13, 2024 8:00 AM;Jul 13, 2024 9:00 AM;46,644.25;16,692.25
Jul 13, 2024 9:00 AM;Jul 13, 2024 10:00 AM;49,744.00;12,807.25
Jul 13, 2024 10:00 AM;Jul 13, 2024 11:00 AM;51,123.25;8,500.50
Jul 13, 2024 11:00 AM;Jul 13, 2024 12:00 PM;51,999.25;4,886.00
Jul 13, 2024 12:00 PM;Jul 13, 2024 1:00 PM;52,022.25;2,318.75
Jul 13, 2024 1:00 PM;Jul 13, 2024 2:00 PM;50,867.50;-82.50
Jul 13, 2024 2:00 PM;Jul 13, 2024 3:00 PM;49,668.75;-1,290.75
Jul 13, 2024 3:00 PM;Jul 13, 2024 4:00 PM;48,823.00;-219.25
Jul 13, 2024 4:00 PM;Jul 13, 2024 5:00 PM;48,698.00;3,438.75
Jul 13, 2024 5:00 PM;Jul 13, 2024 6:00 PM;49,182.25;10,138.00
Jul 13, 2024 6:00 PM;Jul 13, 2024 7:00 PM;49,907.75;18,689.00
Jul 13, 2024 7:00 PM;Jul 13, 2024 8:00 PM;48,511.00;25,901.25
Jul 13, 2024 8:00 PM;Jul 13, 2024 9:00 PM;45,913.75;29,918.00
Jul 13, 2024 9:00 PM;Jul 13, 2024 10:00 PM;44,915.50;31,549.75
Jul 13, 2024 10:00 PM;Jul 13, 2024 11:00 PM;43,633.00;30,283.50
Jul 13, 2024 11:00 PM;Jul 14, 2024 12:00 AM;41,155.75;27,469.50
Jul 14, 2024 12:00 AM;Jul 14, 2024 1:00 AM;38,502.25;28,307.75
Jul 14, 2024 1:00 AM;Jul 14, 2024 2:00 AM;36,987.25;26,484.50
Jul 14, 2024 2:00 AM;Jul 14, 2024 3:00 AM;35,942.75;25,316.50
Jul 14, 2024 3:00 AM;Jul 14, 2024 4:00 AM;35,237.75;24,677.25
Jul 14, 2024 4:00 AM;Jul 14, 2024 5:00 AM;35,195.75;24,681.75
Jul 14, 2024 5:00 AM;Jul 14, 2024 6:00 AM;35,661.50;24,804.75
Jul 14, 2024 6:00 AM;Jul 14, 2024 7:00 AM;36,425.50;23,008.50
Jul 14, 2024 7:00 AM;Jul 14, 2024 8:00 AM;39,183.00;19,711.50
Jul 14, 2024 8:00 AM;Jul 14, 2024 9:00 AM;42,315.00;13,175.25
Jul 14, 2024 9:00 AM;Jul 14, 2024 10:00 AM;45,352.75;6,696.50
Jul 14, 2024 10:00 AM;Jul 14, 2024 11:00 AM;47,172.25;922.75
Jul 14, 2024 11:00 AM;Jul 14, 2024 12:00 PM;48,606.75;-878.25
Jul 14, 2024 12:00 PM;Jul 14, 2024 1:00 PM;48,232.75;-2,309.75
Jul 14, 2024 1:00 PM;Jul 14, 2024 2:00 PM;46,554.25;-3,824.00
Jul 14, 2024 2:00 PM;Jul 14, 2024 3:00 PM;45,636.75;-2,496.25
Jul 14, 2024 3:00 PM;Jul 14, 2024 4:00 PM;45,342.00;1,716.75
Jul 14, 2024 4:00 PM;Jul 14, 2024 5:00 PM;45,572.75;7,196.25
Jul 14, 2024 5:00 PM;Jul 14, 2024 6:00 PM;46,327.25;15,160.75
Jul 14, 2024 6:00 PM;Jul 14, 2024 7:00 PM;47,599.50;24,343.25
Jul 14, 2024 7:00 PM;Jul 14, 2024 8:00 PM;47,165.75;31,215.25
Jul 14, 2024 8:00 PM;Jul 14, 2024 9:00 PM;46,445.25;35,410.75
Jul 14, 2024 9:00 PM;Jul 14, 2024 10:00 PM;45,435.25;36,318.00
Jul 14, 2024 10:00 PM;Jul 14, 2024 11:00 PM;44,535.75;35,225.75
Jul 14, 2024 11:00 PM;Jul 15, 2024 12:00 AM;42,014.25;32,031.50
Jul 15, 2024 12:00 AM;Jul 15, 2024 1:00 AM;40,339.50;30,346.50
Jul 15, 2024 1:00 AM;Jul 15, 2024 2:00 AM;39,167.50;28,692.25
Jul 15, 2024 2:00 AM;Jul 15, 2024 3:00 AM;38,396.75;27,724.00
Jul 15, 2024 3:00 AM;Jul 15, 2024 4:00 AM;38,913.00;28,473.75
Jul 15, 2024 4:00 AM;Jul 15, 2024 5:00 AM;40,787.75;30,674.25
Jul 15, 2024 5:00 AM;Jul 15, 2024 6:00 AM;43,880.50;34,105.50
Jul 15, 2024 6:00 AM;Jul 15, 2024 7:00 AM;50,480.75;38,734.25
Jul 15, 2024 7:00 AM;Jul 15, 2024 8:00 AM;56,355.50;38,755.50
Jul 15, 2024 8:00 AM;Jul 15, 2024 9:00 AM;59,638.50;32,956.00
Jul 15, 2024 9:00 AM;Jul 15, 2024 10:00 AM;60,524.25;24,066.75
Jul 15, 2024 10:00 AM;Jul 15, 2024 11:00 AM;60,989.00;16,351.75
Jul 15, 2024 11:00 AM;Jul 15, 2024 12:00 PM;61,859.00;12,112.50
Jul 15, 2024 12:00 PM;Jul 15, 2024 1:00 PM;61,672.25;9,709.00
Jul 15, 2024 1:00 PM;Jul 15, 2024 2:00 PM;60,742.50;9,184.25
Jul 15, 2024 2:00 PM;Jul 15, 2024 3:00 PM;59,672.50;10,912.50
Jul 15, 2024 3:00 PM;Jul 15, 2024 4:00 PM;59,075.50;15,585.50
Jul 15, 2024 4:00 PM;Jul 15, 2024 5:00 PM;58,315.25;22,387.75
Jul 15, 2024 5:00 PM;Jul 15, 2024 6:00 PM;58,374.50;32,171.00
Jul 15, 2024 6:00 PM;Jul 15, 2024 7:00 PM;58,555.00;42,398.25
Jul 15, 2024 7:00 PM;Jul 15, 2024 8:00 PM;57,775.50;48,839.50
Jul 15, 2024 8:00 PM;Jul 15, 2024 9:00 PM;55,956.25;50,037.25
Jul 15, 2024 9:00 PM;Jul 15, 2024 10:00 PM;53,372.50;46,754.50
Jul 15, 2024 10:00 PM;Jul 15, 2024 11:00 PM;50,457.50;40,905.25
Jul 15, 2024 11:00 PM;Jul 16, 2024 12:00 AM;46,646.50;34,252.00
Jul 16, 2024 12:00 AM;Jul 16, 2024 1:00 AM;43,766.25;27,352.00
Jul 16, 2024 1:00 AM;Jul 16, 2024 2:00 AM;42,471.25;24,110.00
Jul 16, 2024 2:00 AM;Jul 16, 2024 3:00 AM;41,652.25;22,118.00
Jul 16, 2024 3:00 AM;Jul 16, 2024 4:00 AM;42,102.50;22,115.75
